Material ID,Polymer Name (Formula),Decomposition Energy (eV/atom),Density (g/cm³),Thermal Conductivity (W/m·K),Heat Capacity (J/g·K)
mp-709432,NaH3C4S4(OF)12,N/A,1.824142900598571,0.2,1.5
mp-1105350,H3CSNOF2,N/A,1.252109536004238,0.2,1.5
mp-697077,AsH3CNOF9,N/A,2.5054925638941983,0.2,1.5
mp-1199010,ZnP2H3C4NO8,N/A,1.7885745026331341,0.2,1.5
mp-558736,H3CSN(ClO)2,N/A,1.749549815362677,0.2,1.5
mp-1219693,Sb2H3C3SCl6O5F3,N/A,2.238798796320685,0.2,1.5
mp-995220,H4C2O,N/A,1.110574698402985,0.2,1.5
mp-30184,H4C7O,N/A,1.297607193,0.2,1.5
mp-995218,H4C5O2,N/A,1.425443302074383,0.2,1.5
mp-995204,H4C6O,N/A,1.382147785267415,0.2,1.5
mp-995219,H4C2O,N/A,1.095856282302502,0.2,1.5
mp-23778,H4CN2O,N/A,1.390817235494239,0.2,1.5
mp-976707,H4CN2O,N/A,1.126830303,0.2,1.5
mp-1189886,H4C2NO2,N/A,1.380248841020904,0.2,1.5
mp-557825,H4CN2O,N/A,1.321536272088758,0.2,1.5
mp-1194668,MgH4(CO)4,N/A,1.5638124197712582,0.2,1.5
mp-1201465,H4CN4O3,N/A,1.605415173475426,0.2,1.5
mp-1203674,CdH4(C2O3)2,N/A,2.673778902344253,0.2,1.5
mp-1209104,SmH4(C3O4)2,N/A,2.815830713228454,0.2,1.5
mp-1212607,H4C(N3O)2,N/A,1.447426265212597,0.2,1.5
mp-555646,BaH4(CO3)2,N/A,2.960264602462929,0.2,1.5
mp-697339,Ho2H4CO7,N/A,5.206588913912065,0.2,1.5
mp-723248,Re5H4(CO)20,N/A,2.382336897,0.2,1.5
mp-1182013,CdH4(C2O3)2,N/A,2.080242351741235,0.2,1.5
mp-1180198,MnH4(CO3)2,N/A,2.193385618899673,0.2,1.5
mp-1197308,UH4(C2O5)2,N/A,3.429337295523844,0.2,1.5
mp-1202150,ThH4(C2O5)2,N/A,3.241586070083646,0.2,1.5
mp-1211095,MnH4(C2O3)2,N/A,1.7220863715515362,0.2,1.5
mp-23821,MnH4(CO3)2,N/A,2.137504280141646,0.2,1.5
mp-24296,CoH4(CO3)2,N/A,2.2940661460477942,0.2,1.5
mp-24714,ZnH4(CO3)2,N/A,2.403585452155456,0.2,1.5
mp-698316,FeH4(CO3)2,N/A,2.1958221437339462,0.2,1.5
mp-698317,NdH4C3O8,N/A,2.905391462,0.2,1.5
mp-1194642,FeH4C3O8,N/A,2.1283122512680652,0.2,1.5
mp-1212551,H4CN4O,N/A,1.421374595967471,0.2,1.5
mp-1237215,H4CN4O,N/A,1.579290944615525,0.2,1.5
mp-707535,H4C(N2O)2,N/A,1.542839997825849,0.2,1.5
mp-723031,H4Os3C10O9,N/A,3.551343040529651,0.2,1.5
mp-1192779,Cu2H4CO5,N/A,3.189429922538797,0.2,1.5
mp-1212807,H4CN5O,N/A,1.3884602732735971,0.2,1.5
mp-1181584,H4C(N2O)2,N/A,1.758011794866293,0.2,1.5
mp-1204989,H4C(N2O)2,N/A,1.411027751428938,0.2,1.5
mp-601182,VH4(CO3)2,N/A,2.108210160868504,0.2,1.5
mp-600174,H4Pb(CO3)2,N/A,3.671151221,0.2,1.5
mp-863420,Rb4H4C3O10,N/A,2.893695364791977,0.2,1.5
mp-1212577,H4C(N2O)4,N/A,1.593502010263734,0.2,1.5
mp-559328,FeH4C3O5,N/A,2.005881554594491,0.2,1.5
mp-698325,BaH4(CO2)3,N/A,2.4922832390664422,0.2,1.5
mp-1181700,H4CN2O,N/A,1.315455032465826,0.2,1.5
mp-720526,H4CN2O,N/A,1.227848171498977,0.2,1.5
mp-698263,KYH4C4O9,N/A,2.360409097614805,0.2,1.5
mp-1196609,CaH4C4(SO)4,N/A,1.646282725117517,0.2,1.5
mp-1195683,Na5LuH4(C2O7)2,N/A,2.755387125154389,0.2,1.5
mp-24144,Na5ScH4(C2O7)2,N/A,2.300879629164196,0.2,1.5
mp-1106046,CrH4C4NO10,N/A,1.739889072546875,0.2,1.5
mp-1189653,KCrH4(C2O5)2,N/A,2.027492043566869,0.2,1.5
mp-752822,RbCrH4(C2O5)2,N/A,2.249548499269597,0.2,1.5
mp-1179202,SrCuH4(CO2)4,N/A,1.699810704926454,0.2,1.5
mp-1199647,MoH4C(NO2)2,N/A,2.618131398437715,0.2,1.5
mp-1205438,SrCuH4(CO2)4,N/A,2.3796609007748453,0.2,1.5
mp-23686,CaCuH4(CO2)4,N/A,2.225759353168441,0.2,1.5
mp-600520,SrCuH4(CO2)4,N/A,2.264070241087271,0.2,1.5
mp-1196938,K2Mo2H4C4O15,N/A,2.463874014885985,0.2,1.5
mp-1198038,LiPH4CO3,N/A,1.605890551616105,0.2,1.5
mp-1202607,LaH4C2SO8,N/A,3.007722820846652,0.2,1.5
mp-1207872,VH4C4O6F,N/A,2.036627552045607,0.2,1.5
mp-554482,Rb2Mo2H4C4O15,N/A,2.734080201822887,0.2,1.5
mp-557512,LaH4C4NO8,N/A,2.650979109605645,0.2,1.5
mp-632685,NaH4CNO2,N/A,1.2573115226611171,0.2,1.5
mp-706281,NaH4CNO2,N/A,1.357380809,0.2,1.5
mp-1203350,Na2CoH4(CO2)4,N/A,1.993426896737935,0.2,1.5
mp-1211718,KH4C6O3F5,N/A,1.823371490664115,0.2,1.5
mp-1226354,CoH4C4(NO3)2,N/A,1.966678063168159,0.2,1.5
mp-721301,H4CS(NO)3,N/A,1.733786992375117,0.2,1.5
mp-554515,KScH4(C2O5)2,N/A,1.8282194136278092,0.2,1.5
mp-1192992,InH4CSeO7,N/A,3.152889844267003,0.2,1.5
mp-1200008,PuP2H4CO7,N/A,4.196872529147896,0.2,1.5
mp-1200372,H4CS(NO)2,N/A,1.673187334699096,0.2,1.5
mp-1210160,NaH4C3N3O4,N/A,1.700423594844721,0.2,1.5
mp-1212320,HgH4C12O3F8,N/A,2.295194598839932,0.2,1.5
mp-1238117,HgH4C12O3F8,N/A,2.610347952603999,0.2,1.5
mp-1414227,Na2CuH4(C2O5)2,N/A,2.213483176754146,0.2,1.5
mp-555418,Rb3NbH4(C2O5)3,N/A,2.603371213467874,0.2,1.5
mp-698313,Rb2CuH4(C2O5)2,N/A,2.785949495524777,0.2,1.5
mp-698457,NaLiH4C2O5,N/A,1.586341073164181,0.2,1.5
mp-720439,H4Ru3C9N2O9,N/A,2.328703337640044,0.2,1.5
mp-722243,Na2CuH4(C2O5)2,N/A,2.213483176754146,0.2,1.5
mp-686268,Cu2H4C4N3O,N/A,2.604662517215531,0.2,1.5
mp-1195650,Na2CaH4(CO4)2,N/A,2.294716803869736,0.2,1.5
mp-1200565,PuP2H4CO7,N/A,4.140394041132041,0.2,1.5
mp-601242,K2VH4C4O9,N/A,1.9833175808806671,0.2,1.5
mp-707169,CuH4C3ClO2,N/A,1.958157330441245,0.2,1.5
mp-706973,H4CS(NO)2,N/A,1.610527733636605,0.2,1.5
mp-733443,Ca7Si6H4CO23,N/A,2.683645274965433,0.2,1.5
mp-696155,Na4P2H4CO9,N/A,2.198318420396967,0.2,1.5
mp-1217748,Te4H4Pb12C2Cl3O29,N/A,6.483285819038932,0.2,1.5
mp-1233092,MgH4C4S4(OF)12,N/A,1.699490253,0.2,1.5
mp-1233983,MgH4C4S4(OF)12,N/A,1.861365891245754,0.2,1.5
mp-1234282,MgH4C4S4(OF)12,N/A,1.891853755121271,0.2,1.5
mp-1234857,MgH4C4S4(OF)12,N/A,1.8540394881824351,0.2,1.5
mp-720082,KCd6H4C12ClO26,N/A,3.190451732743901,0.2,1.5
mp-1196277,UH4C2SeN4O7,N/A,3.126860658725969,0.2,1.5
mp-1197754,NpUP4H4(CO8)2,N/A,3.728232689909172,0.2,1.5
mp-1198593,PuUP4H4(CO8)2,N/A,3.638275045379229,0.2,1.5
mp-1200542,ThUP4H4(CO8)2,N/A,3.477334541700759,0.2,1.5
mp-1200331,MgB2H4C8(N4O)2,N/A,1.314517184184806,0.2,1.5
mp-1190848,NaH4C2I(NO)2,N/A,2.047118458894222,0.2,1.5
mp-1195950,NaLaP2H4CO7,N/A,3.110387422086674,0.2,1.5
mp-1196081,LiBH4C2(O3F)2,N/A,1.731971890271734,0.2,1.5
mp-1196380,SmAgH4C2SO10,N/A,3.718595509858007,0.2,1.5
mp-1197429,K2UH4C5(NO6)2,N/A,2.675206381534874,0.2,1.5
mp-1199131,NaEuP2H4CO7,N/A,3.332783514468961,0.2,1.5
mp-1199292,KBH4C4(N2O)4,N/A,1.474898664327394,0.2,1.5
mp-1199704,NaPrP2H4CO7,N/A,3.159447023850436,0.2,1.5
mp-1203390,NaSmP2H4CO7,N/A,3.448720044414145,0.2,1.5
mp-1203484,NaH4CS2N3O2,N/A,1.6258168423629842,0.2,1.5
mp-561270,SnH4C2NO4F,N/A,2.593945426851239,0.2,1.5
mp-721712,NaH4CSNO2,N/A,1.5236260972470501,0.2,1.5
mp-1200245,HgH4C2S2(O4F3)2,N/A,2.748243468258421,0.2,1.5
mp-697033,CdH4CN2Cl2O,N/A,2.607236628444482,0.2,1.5
mp-698396,CuH4C2NCl3O,N/A,1.965381310913026,0.2,1.5
mp-562114,V2CoH4C4(NO3)2,N/A,2.383218614928194,0.2,1.5
mp-540591,Na2FeH4C5(N2O)3,N/A,1.716282544421599,0.2,1.5
mp-695945,Na2H4RuC5(N2O)3,N/A,1.868107558946953,0.2,1.5
mp-1198870,CdH4CS2(NO3)2,N/A,2.502301497400119,0.2,1.5
mp-1203010,LiH4CSNO2,N/A,1.372901939420729,0.2,1.5
mp-1203898,CuH4C2S2(NO)2,N/A,1.8988565966547202,0.2,1.5
mp-735597,K4H4WC8(N4O)2,N/A,2.171729715129002,0.2,1.5
mp-1201407,V4CoH4C4(NO5)2,N/A,2.7844863139742433,0.2,1.5
mp-1198363,K2UH4C4SNO10,N/A,2.776535464567034,0.2,1.5
mp-1200735,K2HgH4PtC6(N3O)2,N/A,2.729271439170499,0.2,1.5
mp-696056,K2H4PtC6S6(N3O)2,N/A,2.303503810589184,0.2,1.5
mp-698312,K4H4PtC6S2(NO6)2,N/A,2.36068519,0.2,1.5
mp-706285,Na2H4PtC4Br2(N2O)2,N/A,2.9862504406672072,0.2,1.5
mp-1201374,Cs2CaAg2H4C6S6(N3O)2,N/A,2.286724010169966,0.2,1.5
mp-2647151,H5C56O,N/A,0.5214494081320601,0.2,1.5
mp-1197026,H5CN5O6,N/A,1.763003435815529,0.2,1.5
mp-1197497,H5CN5O6,N/A,1.713980128237478,0.2,1.5
mp-1204941,PH5CO3,N/A,1.445539091655491,0.2,1.5
mp-1212560,H5CN7O2,N/A,1.5665065807961152,0.2,1.5
mp-1213515,H5CN9O4,N/A,1.6721218010382461,0.2,1.5
mp-24232,H5CN3O4,N/A,1.541677394209756,0.2,1.5
mp-559535,H5C2ClO,N/A,1.233618161633396,0.2,1.5
mp-601210,H5C2NO4,N/A,1.5423636143302462,0.2,1.5
mp-707289,H5C8NO2,N/A,1.419285109520401,0.2,1.5
mp-774616,H5C3N5O,N/A,1.523732304266261,0.2,1.5
mp-23852,Na3H5(CO4)2,N/A,2.063559852115407,0.2,1.5
mp-738670,H5C2NO3,N/A,1.3834100051358211,0.2,1.5
mp-697242,H5C2NO,N/A,1.090982080859609,0.2,1.5
mp-555083,Na3H5(CO2)4,N/A,1.736185891217168,0.2,1.5
mp-1191547,NaH5CO4,N/A,1.5673207197010361,0.2,1.5
mp-1221305,Na3H5(CO4)2,N/A,2.014989139074839,0.2,1.5
mp-560121,H5CNO3,N/A,1.5135257019984252,0.2,1.5
mp-708984,NaH5CO4,N/A,1.493970637488138,0.2,1.5
mp-555229,H5CNO2,N/A,1.237594683586001,0.2,1.5
mp-1212522,H5C2(NO)3,N/A,1.635364191991978,0.2,1.5
mp-1229009,As2H5CO6,N/A,2.359422669265313,0.2,1.5
mp-1278612,FePH5CO4,N/A,2.202438666140807,0.2,1.5
mp-554037,KU2H5C4O15,N/A,3.563207547848926,0.2,1.5
mp-557908,AsH5COF6,N/A,2.344454029166519,0.2,1.5
mp-605406,RbU2H5C4O15,N/A,3.736371120028061,0.2,1.5
mp-1181304,H5CSO5F3,N/A,1.481044430285575,0.2,1.5
mp-1182417,FePH5CO8,N/A,1.859075643,0.2,1.5
mp-1182614,FePH5CO8,N/A,1.782312017046349,0.2,1.5
mp-1182735,FePH5CO8,N/A,2.083973118869052,0.2,1.5
mp-1197342,AsH5C2(OF3)2,N/A,2.119675442,0.2,1.5
mp-1200873,NaP2H5CO6,N/A,1.921098953922794,0.2,1.5
mp-1202589,ZnH5C9N4O5,N/A,1.848287107478169,0.2,1.5
mp-1203607,CuH5C3NO4,N/A,1.9627588889668561,0.2,1.5
mp-1211082,Na2CrH5C4O11,N/A,1.977012356998062,0.2,1.5
mp-1237189,FePH5CO8,N/A,2.381405388411447,0.2,1.5
mp-555110,AsH5C2(OF3)2,N/A,2.173577354802669,0.2,1.5
mp-655003,FePH5CO8,N/A,1.909682556479373,0.2,1.5
mp-656859,FePH5CO8,N/A,1.746875959044171,0.2,1.5
mp-706514,H5CSO5F3,N/A,1.737886384288903,0.2,1.5
mp-1213385,Cu2H5C3N3O5,N/A,2.464072061517591,0.2,1.5
mp-698494,K2BiH5(CO2)5,N/A,2.837703744958337,0.2,1.5
mp-1232363,CuH5C6SO,N/A,2.008725501856052,0.2,1.5
mp-1209891,PH5CN2O3,N/A,1.689641317049427,0.2,1.5
mp-1212323,K3UH5C5O12,N/A,2.251073581019654,0.2,1.5
mp-555094,PrPH5CO7,N/A,2.831440804008615,0.2,1.5
mp-555522,EuPH5CO7,N/A,2.975940848,0.2,1.5
mp-556305,NdPH5CO7,N/A,2.894635438917828,0.2,1.5
mp-556657,GdPH5CO7,N/A,3.150215650937273,0.2,1.5
mp-557828,HoPH5CO7,N/A,3.361056985163213,0.2,1.5
mp-558204,ErPH5CO7,N/A,3.414496316803273,0.2,1.5
mp-601268,FePH5CO4,N/A,2.190804357,0.2,1.5
mp-725508,MnPH5CO4,N/A,2.155404104642611,0.2,1.5
mp-706227,BH5C4(N2O)2,N/A,1.257394939178108,0.2,1.5
mp-1273841,FePH5CO4,N/A,2.193418590893582,0.2,1.5
mp-1203680,KH5C3N2O5,N/A,1.622563673597936,0.2,1.5
mp-604583,RbH5C7SO5,N/A,1.925443774576598,0.2,1.5
mp-1204626,NaU2H5C4O15,N/A,3.434939553674379,0.2,1.5
mp-505771,K2NaH5(CO4)2,N/A,1.958202146355207,0.2,1.5
mp-505772,Rb2NaH5(CO4)2,N/A,2.443998189620822,0.2,1.5
mp-728420,Mo2H5C5N3O14,N/A,1.998370912435005,0.2,1.5
mp-1274499,FePH5CO4,N/A,2.187426292999387,0.2,1.5
mp-1284492,FePH5CO4,N/A,2.187727501972042,0.2,1.5
mp-1203028,GaAsH5CNO5,N/A,3.031516592504477,0.2,1.5
mp-766204,ZnPH5C2N4O3,N/A,2.016624157340493,0.2,1.5
mp-766230,Rb2NaZn2H5(C2O7)2,N/A,3.230105714155782,0.2,1.5
mp-766427,K2NaZn2H5(C2O7)2,N/A,2.7246214825261923,0.2,1.5
mp-1190433,CoH5CN(ClO)2,N/A,2.106351241306773,0.2,1.5
mp-1190493,NiH5CN(ClO)2,N/A,2.164916083783503,0.2,1.5
mp-1190513,FeH5CN(ClO)2,N/A,2.032426381119129,0.2,1.5
mp-766269,ZnPH5C2N4O3,N/A,2.007243211953977,0.2,1.5
mp-1197686,GaGe2H5CNO6,N/A,3.170207335,0.2,1.5
mp-1386711,GaGe2H5CNO6,N/A,3.170206991742898,0.2,1.5
mp-707816,H5CSN2ClO4,N/A,1.5324170199759282,0.2,1.5
mp-604071,K2FePH5(CO5)2,N/A,2.387517566,0.2,1.5
mp-723020,Al2Si2H5C2NO10,N/A,2.049555124840602,0.2,1.5
mp-1202925,Sb2H5C3SCl6O5F3,N/A,2.230138996156349,0.2,1.5
mp-1199092,ZnPH5CNClO3,N/A,2.2899728348680632,0.2,1.5
mp-1195334,K2CrH5C4S4N4O3,N/A,1.678937048317298,0.2,1.5
mp-541083,KPH5C2S2(NO)3,N/A,1.729878083269496,0.2,1.5
mp-696989,NaPH5C2SN3O4,N/A,1.789258113,0.2,1.5
mp-722316,KPH5C2SN3O4,N/A,1.777790161340739,0.2,1.5
mp-1198011,CdH6C2O7,N/A,2.591836492168299,0.2,1.5
mp-997581,H6C6NO,N/A,0.1214688,0.2,1.5
mp-1212645,H6CN8O5,N/A,1.312267988884814,0.2,1.5
mp-758948,Cs2H6CO6,N/A,3.106413172843629,0.2,1.5
mp-1195478,NiH6(CO3)2,N/A,2.350218812556446,0.2,1.5
mp-1196066,CoH6(CO3)2,N/A,2.288813847898204,0.2,1.5
mp-1196435,H6C2(NO)3,N/A,1.513550590974172,0.2,1.5
mp-1196452,H6C(NO)4,N/A,1.551448037830662,0.2,1.5
mp-1199004,In2H6C5O11,N/A,2.5794662681754312,0.2,1.5
mp-1199041,MgH6CO6,N/A,1.780423933912148,0.2,1.5
mp-1201462,H6AuC3O2,N/A,3.039965456099053,0.2,1.5
mp-1202276,LaH6CO7,N/A,2.4714419985812413,0.2,1.5
mp-1203544,H6C3(NO)2,N/A,1.205277437063241,0.2,1.5
mp-1208198,UH6C2O9,N/A,2.943902261270678,0.2,1.5
mp-1209824,PrH6(CO3)3,N/A,2.5502622670049373,0.2,1.5
mp-24207,H6CN4O,N/A,1.476970429225062,0.2,1.5
mp-24313,ZnH6(CO3)2,N/A,2.143173807552966,0.2,1.5
mp-24475,NiH6(CO3)2,N/A,2.147017633230827,0.2,1.5
mp-24476,MnH6(CO3)2,N/A,1.901626519155359,0.2,1.5
mp-24749,CdH6(CO3)2,N/A,2.504699655967618,0.2,1.5
mp-510524,FeH6(CO3)2,N/A,1.987721064861538,0.2,1.5
mp-542742,CoH6(CO3)2,N/A,2.095071555221573,0.2,1.5
mp-542785,MgH6(CO3)2,N/A,1.696656242142109,0.2,1.5
mp-600220,InH6(CO3)3,N/A,2.5362628008460772,0.2,1.5
mp-758097,H6C2N4O,N/A,1.371888888589909,0.2,1.5
mp-1192689,H6C2SO4,N/A,1.213509001894892,0.2,1.5
mp-1202302,BaH6(C2O5)2,N/A,2.580844845055379,0.2,1.5
mp-1212539,H6C(N3O)2,N/A,1.558841285098206,0.2,1.5
mp-542043,K4H6C2O9,N/A,2.102669071885954,0.2,1.5
mp-542063,Rb4H6C2O9,N/A,2.953724526303609,0.2,1.5
mp-690824,SrH6C4O7,N/A,2.220105197548022,0.2,1.5
mp-699317,Na2H6C4O7,N/A,1.804437703371456,0.2,1.5
mp-721707,H6C3N4O3,N/A,1.673386062081261,0.2,1.5
mp-1179412,SrH6(CO3)2,N/A,1.9825017995710241,0.2,1.5
mp-1237207,SrH6(CO3)2,N/A,2.158155828212825,0.2,1.5
mp-601265,SrH6(CO3)2,N/A,1.949766445265916,0.2,1.5
mp-655027,SrH6(CO3)2,N/A,2.021232285599548,0.2,1.5
mp-1189850,H6C2SeO,N/A,1.6879812796843652,0.2,1.5
mp-1195133,CaH6(C2O3)2,N/A,1.8838241705157062,0.2,1.5
mp-1198360,NdH6(CO3)3,N/A,2.703713616,0.2,1.5
mp-1202552,As4H6(CO)3,N/A,2.556215283903299,0.2,1.5
mp-1209664,PrH6(CO3)3,N/A,2.605964314261348,0.2,1.5
mp-559469,CaH6C2O7,N/A,1.828283134074853,0.2,1.5
mp-707543,H6C(N3O2)2,N/A,1.5924772269858392,0.2,1.5
mp-723120,BaH6C4O7,N/A,2.5562722495241053,0.2,1.5
mp-1194260,As2H6CO6,N/A,2.395186908964923,0.2,1.5
mp-1193557,H6C2SO4,N/A,1.140353715344802,0.2,1.5
mp-1200865,CuH6C2O7,N/A,2.088147172,0.2,1.5
mp-601178,H6C2NO,N/A,1.156746535754923,0.2,1.5
mp-696658,H6CN2O3,N/A,1.478008216685283,0.2,1.5
mp-1182715,CuH6(CO2)4,N/A,1.882521706352105,0.2,1.5
mp-1212999,H6C(NO)2,N/A,1.299514447027944,0.2,1.5
mp-556127,MgH6(CO3)2,N/A,1.768096964141397,0.2,1.5
mp-600167,CuH6(CO2)4,N/A,1.923122908823124,0.2,1.5
mp-557263,H6CN2O3,N/A,1.343464965596941,0.2,1.5
mp-1203136,H6CN6O5,N/A,1.464613258211904,0.2,1.5
mp-1203058,H6C(NO)2,N/A,1.372394397086705,0.2,1.5
mp-643099,H6CN4O3,N/A,1.036532107401177,0.2,1.5
mp-1217885,U12Cd4H6C4O51,N/A,5.856364045947322,0.2,1.5
mp-1214366,CaH6C6(ClO4)2,N/A,1.734606878947341,0.2,1.5
mp-1214678,CaH6C6(BrO4)2,N/A,2.201962895812861,0.2,1.5
mp-559223,GdH6C4NO9,N/A,2.627263069417598,0.2,1.5
mp-698351,AgH6C4(NO)2,N/A,2.5813264653124293,0.2,1.5
mp-1016212,Sn3H6CNO7,N/A,3.535217442558998,0.2,1.5
mp-1195319,H6C3S(NO)2,N/A,1.139873197289627,0.2,1.5
mp-1196255,GdH6C2ClO7,N/A,2.865387047280744,0.2,1.5
mp-1196853,UH6C2(SO4)2,N/A,3.015946531583199,0.2,1.5
mp-1197145,HgH6C4(N2O)2,N/A,2.822401581195055,0.2,1.5
mp-1197675,H6PdC2(SO3)2,N/A,2.348548499260252,0.2,1.5
mp-1199114,PuP2H6CO8,N/A,3.954231148130623,0.2,1.5
mp-1201146,H6CSN2O,N/A,1.329246100157004,0.2,1.5
mp-1202628,VH6C2S2O7,N/A,1.912675751034313,0.2,1.5
mp-1202721,AgH6C2N5O4,N/A,2.274215787956922,0.2,1.5
mp-1204276,Zn3H6C6(IO6)2,N/A,2.664071016067087,0.2,1.5
mp-1204667,PuP2H6(CO3)2,N/A,3.506931217886595,0.2,1.5
mp-1214846,BaH6C2N4O5,N/A,2.502714221107208,0.2,1.5
mp-24228,Na2CuH6C2O9,N/A,2.387440683277595,0.2,1.5
mp-24362,CuH6CN2O3,N/A,2.152574339896397,0.2,1.5
mp-554756,PH6CNO3,N/A,1.590525387138364,0.2,1.5
mp-600200,V3H6CNO7,N/A,2.323012127099037,0.2,1.5
mp-697660,Cu2H6C3N4O,N/A,2.060416784336556,0.2,1.5
mp-707478,H6Os5Pt(CO)16,N/A,3.655814009517757,0.2,1.5
mp-720384,CaH6C2(NO)4,N/A,1.8056699167505732,0.2,1.5
mp-720469,H6Os5Pt2(CO)17,N/A,3.890837294886697,0.2,1.5
mp-1194435,NiH6C2(NO2)2,N/A,1.911941492441303,0.2,1.5
mp-1201323,KNdH6C4O11,N/A,2.413738864763634,0.2,1.5
mp-1212569,H6C2SN3O2,N/A,1.4680711686488022,0.2,1.5
mp-698349,CdH6C4(S2O)2,N/A,2.288994532301103,0.2,1.5
mp-709019,Ca2CuH6(CO2)6,N/A,2.114174023,0.2,1.5
mp-866783,FeH6C2(NO2)2,N/A,1.659446248442026,0.2,1.5
mp-1212516,H6CS(NO)3,N/A,1.415085329760256,0.2,1.5
mp-23909,H6CN3ClO,N/A,1.507857640810991,0.2,1.5
mp-1193987,VH6C2ClO3,N/A,1.568198407720657,0.2,1.5
mp-1195902,H6PbC2S2O7,N/A,3.014472232814927,0.2,1.5
mp-1196856,H6AuC3NO,N/A,3.141420908226374,0.2,1.5
mp-1197521,H6PbC10N8O7,N/A,2.401858958859377,0.2,1.5
mp-1215054,CaH6W3(CO2)2,N/A,4.471513355242906,0.2,1.5
mp-554058,K3NdH6(C2O5)3,N/A,2.404733802860592,0.2,1.5
mp-698305,K3VH6C4O13,N/A,2.083412886395785,0.2,1.5
mp-722674,K4Tc2H6C8O21,N/A,2.238386712063779,0.2,1.5
mp-738657,K3GdH6(C2O5)3,N/A,2.495400604019152,0.2,1.5
mp-974606,ReH6CN3O4,N/A,3.1597323412748572,0.2,1.5
mp-1203553,UP2H6CO10,N/A,3.295306294202113,0.2,1.5
mp-1247806,VH6CNO3,N/A,1.7129537445435332,0.2,1.5
mp-734150,Na3YH6(CO4)3,N/A,2.604775328630286,0.2,1.5
mp-1229091,Fe2P2H6C2O13,N/A,2.179883387785353,0.2,1.5
mp-1238703,Fe2P2H6C2O13,N/A,2.070688213939096,0.2,1.5
mp-558939,Na3MoH6(CO2)6,N/A,2.106164234335157,0.2,1.5
mp-1200973,H6CNClO,N/A,1.2714973169855321,0.2,1.5
mp-1213638,H6C8I3NO5,N/A,2.522843100698932,0.2,1.5
mp-542745,PH6CNO3,N/A,1.703601999027684,0.2,1.5
mp-1199536,SnMoH6(CO2)2,N/A,2.717982283,0.2,1.5
mp-1208735,SrAl2H6C2O11,N/A,2.754958080465276,0.2,1.5
mp-706627,ZnH6C2(NO)4,N/A,2.288540476,0.2,1.5
mp-1197334,V2H6C8N2O13,N/A,1.283375896618443,0.2,1.5
mp-698301,ZnH6C2(SO3)2,N/A,2.219259352358732,0.2,1.5
mp-1194589,GeH6C2(SO3)2,N/A,2.046185574937891,0.2,1.5
mp-697563,Ca4MgB4H6(CO9)2,N/A,2.623205530026553,0.2,1.5
mp-707729,BaH6C2S2N2O3,N/A,2.097008849401939,0.2,1.5
mp-1197598,YH6C2SNO9,N/A,2.5583810304334422,0.2,1.5
mp-1199356,LaH6C2SNO9,N/A,2.713032988705643,0.2,1.5
mp-1199675,FePH6C2SO7,N/A,2.041806390864731,0.2,1.5
mp-1203517,CsH6C2S2NO4,N/A,2.081312143981894,0.2,1.5
mp-1203533,UH6C3SeN2O7,N/A,3.254028517325721,0.2,1.5
mp-1204761,HoH6C6Cl3(O3F2)3,N/A,2.232845442,0.2,1.5
mp-1204839,H6C3S3NCl3O5,N/A,1.677408636636618,0.2,1.5
mp-1205082,SmH6C2SNO9,N/A,2.9711854439214442,0.2,1.5
mp-1209405,SrH6C6S2N2O7,N/A,1.931956198,0.2,1.5
mp-1211315,NaH6C2S2N3O2,N/A,1.609440470471477,0.2,1.5
mp-24179,KH6C2S2NO4,N/A,1.797357905603235,0.2,1.5
mp-24180,RbH6C2S2NO4,N/A,2.049160645555354,0.2,1.5
mp-605047,P2H6C5N2Cl4O,N/A,1.7164364865569781,0.2,1.5
mp-605302,DyH6C6Cl3(O3F2)3,N/A,2.260194977552492,0.2,1.5
mp-605688,GdH6C6Cl3(O3F2)3,N/A,2.185009809,0.2,1.5
mp-707312,SrH6C2S2N2O3,N/A,1.857661706213702,0.2,1.5
mp-720266,Re2H6PbC(NO5)2,N/A,4.582943442,0.2,1.5
mp-721128,Ga3P3H6C2NO13,N/A,2.569957693414686,0.2,1.5
mp-774283,Re2H6PbC(NO5)2,N/A,4.359906705254607,0.2,1.5
mp-1179994,NaH6CSNO3,N/A,1.446380597689282,0.2,1.5
mp-1199991,NaH6CSNO3,N/A,1.503209711185098,0.2,1.5
mp-1197042,NaPH6C2(NO)4,N/A,1.759004130246527,0.2,1.5
mp-1197676,NaH6C4SN3O5,N/A,1.5721133313934872,0.2,1.5
mp-1197759,CuAs2H6C2IO2,N/A,2.855946356713514,0.2,1.5
mp-1198235,TlH6C3S3(O4F3)3,N/A,2.498390362466111,0.2,1.5
mp-743619,CoH6C2S2N2O3,N/A,1.860838672252064,0.2,1.5
mp-23772,TbAg3H6C6(N2O)3,N/A,3.139331855196344,0.2,1.5
mp-542688,LaH6Au3C6(N2O)3,N/A,4.141596989,0.2,1.5
mp-1104248,CdH6C2I2(NO)2,N/A,2.956734938955719,0.2,1.5
mp-1201982,K2UH6C4SeO15,N/A,2.754767661030775,0.2,1.5
mp-1202239,BaH6C2SNO5,N/A,2.248668059809156,0.2,1.5
mp-1203047,UH6C2SeN3O7,N/A,3.268358988742368,0.2,1.5
mp-1204218,Sb2H6CS(ClO)6,N/A,2.253831825196053,0.2,1.5
